sample_id,scenario_id,split,paraphrase_id,transcript,domain_label,subdomain_label,topic_label,document_type_label,target_term,target_source,term_char_start,term_char_end,target_domain,noise_strategy,recommended_noise_type,recommended_snr_db,recommended_corruption_duration,keep_original_audio,note,target_terms,target_term_count,target_sources,target_selection_logic
nlu_0518_06,S0518,unseen,6,"I am trying to ask about a commute, and this is following the previous discussion, the decision-making group, while comparing the available options.",general,NONE,NONE,NONE,commute,domain_specific_lexical_fallback,27,34,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,commute; trying,2,commute:domain_lexical; trying:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0287_09,S0287,train,9,"The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes; during the most recent assessment, the relevant team, during the present round of discussion.",finance,investment,capital gains,market analysis,realized,domain_specific_lexical_fallback,64,72,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,realized; return,2,realized:domain_lexical; return:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0166_05,S0166,validation,5,"The specialist discussed the documented issue involving anticoagulation during the latest strategy; after the latest information became available, the current reviewer, while comparing the available options. The record specifically references warfarin.",medical,pharmacology,warfarin,anticoagulation plan,warfarin,topic_label,243,251,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,anticoagulation; warfarin,2,anticoagulation:domain_lexical; warfarin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0113_10,S0113,validation,10,"Further analysis is needed before a final decision is made about the decision surrounding brain MRI; following the previous discussion, the assigned professional, after the latest information was reviewed. The record specifically references multiple sclerosis.",medical,neurology,multiple sclerosis,MRI brain report,multiple sclerosis,topic_label,241,259,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,multiple sclerosis,1,multiple sclerosis:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0233_10,S0233,validation,10,"Further analysis is needed before a final decision is made about the decision surrounding default; at the current stage, the reviewing group, before the matter is finalized. The record specifically references non-performing asset.",finance,banking,non-performing asset,banking case,non-performing asset,topic_label,209,229,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,non-performing asset; default,2,non-performing asset:topic; default:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0110_01,S0110,train,1,"The current findings was reviewed in relation to migraine with aura and visual aura, in the current round of review, the assigned professional, after the latest information was reviewed.",medical,neurology,migraine with aura,neurological examination,migraine with aura,topic_label,49,67,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,migraine with aura; visual,2,migraine with aura:topic; visual:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0561_04,S0561,train,4,"I wanted to ask about schedule a meeting, particularly during the latest review, the technical or professional team, after the latest information was reviewed.",general,NONE,NONE,NONE,schedule,domain_specific_lexical_fallback,22,30,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,particularly; schedule; wanted,3,particularly:domain_lexical; schedule:domain_lexical; wanted:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0446_09,S0446,validation,9,"The professional handling the matter is reviewing the effect of container on the overall situation and the associated observed changes; as part of the current review, the assigned professional, after the latest information was reviewed.",technology,software_engineering,Docker,architecture review,associated,domain_specific_lexical_fallback,107,117,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,container,1,container:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0150_09,S0150,train,9,"The professional handling the matter is reviewing the effect of antibiotic on the overall situation and the associated observed changes; after the recent update, the technical or professional team, after the latest information was reviewed.",medical,pharmacology,amoxicillin,prescription,antibiotic,domain_specific_lexical_fallback,64,74,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,antibiotic,1,antibiotic:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0304_04,S0304,train,4,"A detailed record was requested concerning the implications of derivative hedge; following the previous discussion, the assigned professional, while comparing the available options.",finance,investment,derivative hedge,risk-return assessment,derivative hedge,topic_label,63,79,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,derivative hedge,1,derivative hedge:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
